"Chr","Start","End","Strand","Motif_Left","Motif_Right","Sum_Count"
"chr19",43588039,43882665,"-","CT","GC",4
"chr19",43766513,43775808,"+","GT","AG",1
"chr19",43767552,43796041,"-","CT","AC",1
"chr19",43769033,43769718,"-","CT","AC",101
"chr19",43769555,43769718,"-","CT","AC",2
"chr19",43769561,43769718,"-","CT","AC",3539
"chr19",43769607,43769718,"-","CT","AC",28
"chr19",43769621,43769718,"-","CT","AC",2
"chr19",43769814,43772058,"-","CT","AC",2
"chr19",43769821,43772017,"+","GC","AG",1
"chr19",43769830,43770042,"-","CT","AC",1
"chr19",43769830,43771999,"-","CT","AC",3809
"chr19",43769830,43774191,"-","CT","AC",2
"chr19",43769830,43780702,"-","CT","AC",5
"chr19",43772104,43772280,"-","CT","AC",5
"chr19",43772104,43773478,"-","CT","AC",4
"chr19",43772104,43773785,"-","CT","AC",1
"chr19",43772104,43774191,"-","CT","AC",417
"chr19",43772104,43774296,"-","CT","AC",3
"chr19",43772104,43780702,"-","CT","AC",14
"chr19",43772104,43780911,"-","CT","AC",1
"chr19",43772132,43773478,"-","CT","AC",5
"chr19",43772132,43774191,"-","CT","AC",86
"chr19",43772132,43774296,"-","CT","AC",1
"chr19",43772132,43780702,"-","CT","AC",5
"chr19",43772136,43773478,"-","CT","AC",30
"chr19",43772136,43773513,"-","CT","AC",1
"chr19",43772136,43773785,"-","CT","AC",5
"chr19",43772136,43774019,"-","CT","AC",1
"chr19",43772136,43774191,"-","CT","AC",2786
"chr19",43772136,43774296,"-","CT","AC",4
"chr19",43772136,43780702,"-","CT","AC",1
"chr19",43772136,43780911,"-","CT","AC",1
"chr19",43772152,43774208,"+","GT","AG",1
"chr19",43772159,43774191,"-","CT","AC",1
"chr19",43772436,43774191,"-","CT","AC",1
"chr19",43773642,43773785,"-","CT","AC",10
"chr19",43773642,43774191,"-","CT","AC",19
"chr19",43773900,43774191,"-","CT","AC",8
"chr19",43774257,43774406,"+","GC","AG",7
"chr19",43774579,43776562,"+","GC","AG",1
"chr19",43774620,43775063,"-","CT","AC",5
"chr19",43774620,43776176,"-","CT","AC",1
"chr19",43774620,43776540,"-","CT","AC",1919
"chr19",43774620,43777251,"-","CT","AC",1
"chr19",43774620,43779271,"-","CT","AC",1
"chr19",43774620,43779721,"-","CT","AC",1
"chr19",43774620,43780702,"-","CT","AC",305
"chr19",43774620,43780911,"-","CT","AC",1
"chr19",43774620,43781226,"-","CT","AC",8
"chr19",43774620,43781236,"-","CT","AC",7
"chr19",43774700,43780702,"-","CT","AC",1
"chr19",43775159,43776540,"-","CT","AC",1
"chr19",43775159,43780702,"-","CT","AC",1
"chr19",43775159,43780911,"-","CT","AC",1
"chr19",43776424,43776540,"-","CT","AC",165
"chr19",43776424,43780702,"-","CT","AC",2
"chr19",43776637,43777251,"-","CT","AC",1
"chr19",43776637,43777400,"-","CT","AC",3
"chr19",43776637,43777467,"-","CT","AC",5
"chr19",43776637,43779721,"-","CT","AC",2
"chr19",43776637,43780702,"-","CT","AC",1371
"chr19",43776637,43780911,"-","CT","AC",1
"chr19",43776637,43781226,"-","CT","AC",4
"chr19",43776637,43781236,"-","CT","AC",5
"chr19",43776639,43780706,"+","GT","AG",1
