"Chr","Start","End","Strand","Motif_Left","Motif_Right","Sum_Count"
"chr19",43767090,43782788,"-","CT","AC",1
"chr19",43769033,43769718,"-","CT","AC",91
"chr19",43769033,43781236,"-","CT","AC",1
"chr19",43769555,43769718,"-","CT","AC",1
"chr19",43769561,43769718,"-","CT","AC",1944
"chr19",43769607,43769718,"-","CT","AC",24
"chr19",43769643,43769718,"-","CT","AC",1
"chr19",43769821,43772017,"+","GC","AG",1
"chr19",43769830,43771999,"-","CT","AC",1662
"chr19",43769830,43774191,"-","CT","AC",3
"chr19",43772104,43772280,"-","CT","AC",6
"chr19",43772104,43773478,"-","CT","AC",15
"chr19",43772104,43773785,"-","CT","AC",4
"chr19",43772104,43774191,"-","CT","AC",282
"chr19",43772104,43774296,"-","CT","AC",2
"chr19",43772104,43774535,"-","CT","AC",1
"chr19",43772104,43780702,"-","CT","AC",11
"chr19",43772132,43773478,"-","CT","AC",6
"chr19",43772132,43773785,"-","CT","AC",1
"chr19",43772132,43774191,"-","CT","AC",82
"chr19",43772136,43772280,"-","CT","AC",2
"chr19",43772136,43773478,"-","CT","AC",17
"chr19",43772136,43773513,"-","CT","AC",1
"chr19",43772136,43773785,"-","CT","AC",5
"chr19",43772136,43774191,"-","CT","AC",1352
"chr19",43772136,43774296,"-","CT","AC",1
"chr19",43772136,43780702,"-","CT","AC",4
"chr19",43773642,43773785,"-","CT","AC",17
"chr19",43773642,43774191,"-","CT","AC",21
"chr19",43773892,43774191,"-","CT","AC",2
"chr19",43773900,43774191,"-","CT","AC",7
"chr19",43774245,43776573,"+","GC","AG",1
"chr19",43774620,43776540,"-","CT","AC",1410
"chr19",43774620,43776546,"-","CT","AC",1
"chr19",43774620,43780702,"-","CT","AC",242
"chr19",43774620,43780911,"-","CT","AC",3
"chr19",43774620,43781226,"-","CT","AC",3
"chr19",43774620,43781236,"-","CT","AC",8
"chr19",43776424,43776540,"-","CT","AC",111
"chr19",43776424,43780702,"-","CT","AC",7
"chr19",43776438,43776540,"-","CT","AC",1
"chr19",43776599,43780702,"-","CT","AC",1
"chr19",43776637,43777251,"-","CT","AC",4
"chr19",43776637,43777467,"-","CT","AC",3
"chr19",43776637,43779271,"-","CT","AC",3
"chr19",43776637,43779721,"-","CT","AC",6
"chr19",43776637,43779850,"-","CT","AC",2
"chr19",43776637,43780702,"-","CT","AC",1363
"chr19",43776637,43780911,"-","CT","AC",1
"chr19",43776637,43781226,"-","CT","AC",11
"chr19",43776637,43781236,"-","CT","AC",4
"chr19",43776639,43780706,"+","GT","AG",1
