"Chr","Start","End","Strand","Motif_Left","Motif_Right","Sum_Count"
"chr19",43766801,43800553,"+","GT","AG",1
"chr19",43767026,43780045,"+","GT","AG",1
"chr19",43769033,43769718,"-","CT","AC",30
"chr19",43769561,43769718,"-","CT","AC",2836
"chr19",43769607,43769718,"-","CT","AC",61
"chr19",43769643,43769718,"-","CT","AC",1
"chr19",43769830,43770951,"-","CT","AC",2
"chr19",43769830,43771999,"-","CT","AC",2070
"chr19",43769830,43780702,"-","CT","AC",3
"chr19",43769861,43771999,"-","CT","AC",1
"chr19",43770993,43771999,"-","CT","AC",3
"chr19",43771418,43775484,"+","GT","AG",1
"chr19",43772104,43772280,"-","CT","AC",3
"chr19",43772104,43773478,"-","CT","AC",13
"chr19",43772104,43773513,"-","CT","AC",2
"chr19",43772104,43773785,"-","CT","AC",8
"chr19",43772104,43774191,"-","CT","AC",367
"chr19",43772104,43774296,"-","CT","AC",2
"chr19",43772104,43780702,"-","CT","AC",7
"chr19",43772111,43774391,"+","GT","AG",1
"chr19",43772132,43772280,"-","CT","AC",5
"chr19",43772132,43773478,"-","CT","AC",15
"chr19",43772132,43774191,"-","CT","AC",154
"chr19",43772132,43780702,"-","CT","AC",3
"chr19",43772136,43772280,"-","CT","AC",8
"chr19",43772136,43773478,"-","CT","AC",57
"chr19",43772136,43773513,"-","CT","AC",3
"chr19",43772136,43773785,"-","CT","AC",24
"chr19",43772136,43774191,"-","CT","AC",1655
"chr19",43772136,43780702,"-","CT","AC",6
"chr19",43772152,43774208,"+","GT","AG",1
"chr19",43772436,43774191,"-","CT","AC",2
"chr19",43773642,43773785,"-","CT","AC",34
"chr19",43773642,43774191,"-","CT","AC",13
"chr19",43773900,43774191,"-","CT","AC",36
"chr19",43774257,43774406,"+","GC","AG",1
"chr19",43774620,43776540,"-","CT","AC",2084
"chr19",43774620,43780702,"-","CT","AC",81
"chr19",43774620,43781226,"-","CT","AC",1
"chr19",43774620,43781236,"-","CT","AC",3
"chr19",43774620,43782788,"-","CT","AC",5
"chr19",43775162,43776540,"-","CT","AC",1
"chr19",43776424,43776540,"-","CT","AC",96
"chr19",43776424,43780702,"-","CT","AC",1
"chr19",43776637,43777467,"-","CT","AC",1
"chr19",43776637,43780702,"-","CT","AC",1857
"chr19",43776637,43781236,"-","CT","AC",4
"chr19",43776637,43781768,"-","CT","AC",2
"chr19",43776637,43782788,"-","CT","AC",12
