"Chr","Start","End","Strand","Motif_Left","Motif_Right","Sum_Count"
"chr19",43766930,43780625,"+","GT","AG",1
"chr19",43769033,43769718,"-","CT","AC",70
"chr19",43769033,43781226,"-","CT","AC",1
"chr19",43769561,43769718,"-","CT","AC",5989
"chr19",43769561,43780702,"-","CT","AC",1
"chr19",43769607,43769718,"-","CT","AC",56
"chr19",43769621,43769718,"-","CT","AC",2
"chr19",43769830,43771999,"-","CT","AC",4680
"chr19",43769830,43774191,"-","CT","AC",2
"chr19",43769830,43780702,"-","CT","AC",4
"chr19",43769850,43772010,"+","GT","AG",1
"chr19",43771418,43775484,"+","GT","AG",1
"chr19",43771571,43771999,"-","CT","AC",1
"chr19",43772104,43772280,"-","CT","AC",6
"chr19",43772104,43773478,"-","CT","AC",27
"chr19",43772104,43773513,"-","CT","AC",3
"chr19",43772104,43773785,"-","CT","AC",12
"chr19",43772104,43774191,"-","CT","AC",445
"chr19",43772104,43774296,"-","CT","AC",2
"chr19",43772104,43780702,"-","CT","AC",48
"chr19",43772104,43780911,"-","CT","AC",1
"chr19",43772111,43774391,"+","GT","AG",1
"chr19",43772132,43772280,"-","CT","AC",2
"chr19",43772132,43773478,"-","CT","AC",7
"chr19",43772132,43773785,"-","CT","AC",3
"chr19",43772132,43774191,"-","CT","AC",158
"chr19",43772132,43776540,"-","CT","AC",1
"chr19",43772132,43780702,"-","CT","AC",13
"chr19",43772132,43784493,"-","CT","AC",1
"chr19",43772136,43772280,"-","CT","AC",10
"chr19",43772136,43773478,"-","CT","AC",50
"chr19",43772136,43773513,"-","CT","AC",1
"chr19",43772136,43773785,"-","CT","AC",21
"chr19",43772136,43774191,"-","CT","AC",3934
"chr19",43772136,43774296,"-","CT","AC",11
"chr19",43772136,43780702,"-","CT","AC",7
"chr19",43772152,43774208,"+","GT","AG",2
"chr19",43772159,43774191,"-","CT","AC",1
"chr19",43772436,43774191,"-","CT","AC",2
"chr19",43772644,43774191,"-","CT","AC",1
"chr19",43773642,43773785,"-","CT","AC",29
"chr19",43773642,43774191,"-","CT","AC",27
"chr19",43773642,43780702,"-","CT","AC",1
"chr19",43773892,43774191,"-","CT","AC",7
"chr19",43773900,43774191,"-","CT","AC",16
"chr19",43774245,43774308,"+","GC","AG",2
"chr19",43774257,43774391,"+","GC","AG",1
"chr19",43774257,43774406,"+","GC","AG",4
"chr19",43774333,43780702,"-","CT","AC",1
"chr19",43774347,43774541,"+","GT","AG",1
"chr19",43774620,43775063,"-","CT","AC",2
"chr19",43774620,43776337,"-","CT","AC",1
"chr19",43774620,43776540,"-","CT","AC",3785
"chr19",43774620,43779271,"-","CT","AC",2
"chr19",43774620,43779721,"-","CT","AC",1
"chr19",43774620,43780702,"-","CT","AC",329
"chr19",43774620,43780911,"-","CT","AC",2
"chr19",43774620,43781226,"-","CT","AC",4
"chr19",43774620,43781236,"-","CT","AC",4
"chr19",43774620,43782788,"-","CT","AC",2
"chr19",43775066,43778559,"-","CT","GC",1
"chr19",43775159,43776540,"-","CT","AC",2
"chr19",43775162,43776540,"-","CT","AC",1
"chr19",43776032,43776255,"+","GC","AG",1
"chr19",43776424,43776540,"-","CT","AC",197
"chr19",43776424,43780702,"-","CT","AC",5
"chr19",43776424,43781226,"-","CT","AC",1
"chr19",43776438,43776540,"-","CT","AC",2
"chr19",43776637,43777251,"-","CT","AC",3
"chr19",43776637,43777400,"-","CT","AC",6
"chr19",43776637,43777467,"-","CT","AC",2
"chr19",43776637,43779271,"-","CT","AC",2
"chr19",43776637,43779721,"-","CT","AC",17
"chr19",43776637,43779850,"-","CT","AC",1
"chr19",43776637,43780702,"-","CT","AC",3790
"chr19",43776637,43780911,"-","CT","AC",6
"chr19",43776637,43781226,"-","CT","AC",11
"chr19",43776637,43781236,"-","CT","AC",6
"chr19",43776639,43780706,"+","GT","AG",1
